chr	start	end	peak_id	score	strand	intron_chr	intron_start	intron_end	intron_id	intron_score	intron_strand	rPos	Overlap_start	Overlap_end	Control_start	Control_end	Intron_length	Control_length	ExonORIntron	Overlap_Phastcon	Control_Phastcon	Overlap_GC	Control_GC	Class	m6A_Intensity
chr7	123137033	123137115	m6AIP_abcam_peak_7960a	0.0	+	chr7	123124715	123143749	ENSMUST00000094053.6|Tnrc6a|ENSMUSG00000052707.8|protein_coding_Intron_2	0.0	+	0.6488389198276768	123137033	123137115	123134259	123134341	19034	1433	Constitutive_Intron	0.0989756	0.361195	0.45121951219512196	0.32926829268292684	Cfg3	0.167960850342611
chr7	123137033	123137115	m6AIP_abcam_peak_7960a	0.0	+	chr7	123061798	123169535	ENSMUST00000211170.1|Gm45846|ENSMUSG00000110230.1|lncRNA_Intron_2	0.0	+	0.6986179307016159	123137033	123137115	123122402	123122484	107737	107737	Constitutive_Intron	0.0989756	0.347744	0.45121951219512196	0.4634146341463415	Cfg3	0.167960850342611
chr7	123137116	123137231	m6AIP_abcam_peak_7960b	0.0	+	chr7	123124715	123143749	ENSMUST00000094053.6|Tnrc6a|ENSMUSG00000052707.8|protein_coding_Intron_2	0.0	+	0.6541977513922455	123137116	123137231	123130553	123130668	19034	2275	Constitutive_Intron	0.0604174	0.354183	0.4956521739130435	0.4260869565217391	Cfg3	1.06193676614955
chr7	123137116	123137231	m6AIP_abcam_peak_7960b	0.0	+	chr7	123061798	123169535	ENSMUST00000211170.1|Gm45846|ENSMUSG00000110230.1|lncRNA_Intron_2	0.0	+	0.6995646806575271	123137116	123137231	123147110	123147225	107737	30122	Constitutive_Intron	0.0604174	0.122209	0.4956521739130435	0.33043478260869563	Cfg3	1.06193676614955
chr7	123215934	123216036	m6AIP_abcam_peak_7964	0.0	+	chr7	123214997	123232987	ENSMUST00000033035.12|Slc5a11|ENSMUSG00000030769.15|protein_coding_Intron_1	0.0	+	0.05642023346303502	123215934	123216036	123215701	123215803	17990	1265	Constitutive_Intron	0.00757843	0.0138824	0.49019607843137253	0.46078431372549017	Cfg3	0.471402695411205
chr7	126125544	126125783	m6AIP_abcam_peak_7967	0.0	-	chr7	126124531	126128226	ENSMUST00000168189.7|Xpo6|ENSMUSG00000000131.15|protein_coding_Intron_12	0.0	-	0.7044654939106901	126125544	126125783	126127004	126127243	3695	2313	Constitutive_Intron	0.124745	0.232372	0.4769874476987448	0.45188284518828453	Cfg3	0.249195615665023
chr7	126158523	126158629	m6AIP_abcam_peak_7969	0.0	-	chr7	126156801	126160860	ENSMUST00000168189.7|Xpo6|ENSMUSG00000000131.15|protein_coding_Intron_5	0.0	-	0.5624538063562454	126158523	126158629	126157020	126157126	4059	9430	Constitutive_Intron	0.0301981	0.00665094	0.5283018867924528	0.5660377358490566	Cfg3	0.888175218459625
chr7	126375473	126375599	m6AIP_abcam_peak_7970	0.0	-	chr7	126375203	126376673	ENSMUST00000032994.14|Spns1|ENSMUSG00000030741.15|protein_coding_Intron_2	0.0	-	0.7727891156462585	126375473	126375599	126375594	126375720	1470	879	Constitutive_Intron	0.0220079	0.011754	0.5317460317460317	0.4365079365079365	Cfg3	1.87360139402806
chr7	126469891	126470027	m6AIP_abcam_peak_7971	0.0	-	chr7	126469328	126471121	ENSMUST00000205733.1|Sh2b1|ENSMUSG00000030733.10|protein_coding_Intron_5	0.0	-	0.649191299498048	126469891	126470027	126470688	126470824	1793	157	Constitutive_Intron	0.0241103	0.0198824	0.5	0.38235294117647056	Cfg3	1.46635209580586
chr7	126558926	126559067	m6AIP_abcam_peak_7973	0.0	-	chr7	126559012	126562565	ENSMUST00000032992.6|Eif3c|ENSMUSG00000030738.11|protein_coding_Intron_8	0.0	-	0.9994370954123276	126559012	126559067	126561266	126561321	3553	91	Constitutive_Intron	0.0722545	0	0.45454545454545453	0.2909090909090909	Cfg3	0.034740045574092
chr7	126856125	126856264	m6AIP_abcam_peak_7974	0.0	-	chr7	126852991	126857675	ENSMUST00000206968.1|Ino80e|ENSMUSG00000030689.15|protein_coding_Intron_6	0.0	-	0.32173356105892403	126856125	126856264	126854180	126854319	4684	3287	Constitutive_Intron	0.00207914	0.0230288	0.45323741007194246	0.5107913669064749	Cfg3	0.505348187599938
chr7	127024978	127025097	m6AIP_SySy_peak_6438	0.0	-	chr7	127024939	127025303	ENSMUST00000205568.1|Maz|ENSMUSG00000030678.7|protein_coding_Intron_2	0.0	-	0.7582417582417582	127024978	127025097	127025094	127025213	364	260	Alternative_ExonIntron	0.109286	0.485471	0.5294117647058824	0.5714285714285714	Cfg1	2.57935422486965
chr7	127195426	127195528	m6AIP_abcam_peak_7982b	0.0	-	chr7	127195461	127195928	ENSMUST00000166791.7|Cd2bp2|ENSMUSG00000042502.10|protein_coding_Intron_1	0.0	-	0.9400428265524625	127195461	127195528	127195636	127195703	467	102	Alternative_ExonIntron	0.00797015	0.000208955	0.5522388059701493	0.7014925373134329	Cfg3	-0.0943638295438125
chr7	127200710	127200822	m6AIP_abcam_peak_7985	0.0	-	chr7	127200399	127203171	ENSMUST00000120705.2|Tbc1d10b|ENSMUSG00000042492.12|protein_coding_Intron_4	0.0	-	0.8712121212121212	127200710	127200822	127200696	127200808	2772	3609	Alternative_ExonIntron	0.149875	0.207429	0.5267857142857143	0.5089285714285714	Cfg3	1.14801312781619
chr7	127455852	127456070	m6AIP_abcam_peak_7995	0.0	+	chr7	127449571	127459514	ENSMUST00000144796.1|B130055M24Rik|ENSMUSG00000086502.1|lncRNA_Intron_1	0.0	+	0.6380368098159509	127455852	127456070	127454354	127454572	9943	9943	Constitutive_Intron	0.134128	0.167395	0.46788990825688076	0.481651376146789	Cfg3	0.844973374213938
chr7	127456557	127456666	m6AIP_abcam_peak_7996	0.0	+	chr7	127449571	127459514	ENSMUST00000144796.1|B130055M24Rik|ENSMUSG00000086502.1|lncRNA_Intron_1	0.0	+	0.7108518555767877	127456557	127456666	127451659	127451768	9943	9943	Constitutive_Intron	0.164477	0.210037	0.5412844036697247	0.47706422018348627	Cfg3	0.708757689553208
chr7	127750417	127750503	m6AIP_abcam_peak_8007a	0.0	+	chr7	127750366	127750864	ENSMUST00000033081.13|Fbxl19|ENSMUSG00000030811.14|protein_coding_Intron_5	0.0	+	0.20281124497991967	127750417	127750503	127750475	127750561	498	1024	Constitutive_Intron	0.105884	0.206907	0.5930232558139535	0.4883720930232558	Cfg3	1.22625016415164
chr7	127750504	127750596	m6AIP_abcam_peak_8007b	0.0	+	chr7	127750366	127750864	ENSMUST00000033081.13|Fbxl19|ENSMUSG00000030811.14|protein_coding_Intron_5	0.0	+	0.25100401606425704	127750504	127750596	127750374	127750466	498	4843	Constitutive_Intron	0.302228	0.240435	0.4891304347826087	0.5869565217391305	Cfg3	0.873738045868938
chr7	127756188	127756370	m6AIP_abcam_peak_8008	0.0	+	chr7	127752521	127761251	ENSMUST00000033081.13|Fbxl19|ENSMUSG00000030811.14|protein_coding_Intron_7	0.0	+	0.4309278350515464	127756188	127756370	127754498	127754680	8730	498	Constitutive_Intron	0.294379	0.102489	0.5	0.5384615384615384	Cfg3	1.12842874400635
chr7	127761442	127761677	m6AIP_abcam_peak_8009a	0.0	+	chr7	127761415	127762439	ENSMUST00000033081.13|Fbxl19|ENSMUSG00000030811.14|protein_coding_Intron_8	0.0	+	0.1484375	127761442	127761677	127761525	127761760	1024	80	Constitutive_Intron	0.00162128	0.00194894	0.5148936170212766	0.5063829787234042	Cfg3	1.73844563889816
chr7	127761678	127761841	m6AIP_abcam_peak_8009b	0.0	+	chr7	127761415	127762439	ENSMUST00000033081.13|Fbxl19|ENSMUSG00000030811.14|protein_coding_Intron_8	0.0	+	0.3662109375	127761678	127761841	127762116	127762279	1024	983	Constitutive_Intron	0.0263681	0.0439939	0.50920245398773	0.49079754601226994	Cfg3	1.53413964655579
chr7	127761842	127762020	m6AIP_abcam_peak_8009c	0.0	+	chr7	127761415	127762439	ENSMUST00000033081.13|Fbxl19|ENSMUSG00000030811.14|protein_coding_Intron_8	0.0	+	0.46875	127761842	127762020	127762245	127762423	1024	80	Constitutive_Intron	0.0232022	0.00114607	0.5112359550561798	0.5168539325842697	Cfg3	1.72881228181302
chr7	127762161	127762379	m6AIP_abcam_peak_8009d	0.0	+	chr7	127761415	127762439	ENSMUST00000033081.13|Fbxl19|ENSMUSG00000030811.14|protein_coding_Intron_8	0.0	+	0.8505859375	127762161	127762379	127761853	127762071	1024	1259	Constitutive_Intron	0.0291468	0.019633	0.4908256880733945	0.5045871559633027	Cfg3	1.47976170925927
chr7	127867621	127867721	m6AIP_abcam_peak_8014	0.0	-	chr7	127867363	127867755	ENSMUST00000054415.11|Zfp668|ENSMUSG00000049728.14|protein_coding_Intron_2	0.0	-	0.1658163265306123	127867621	127867721	127867478	127867578	392	7622	Constitutive_Intron	0.00458	0.00027	0.54	0.55	Cfg3	2.74189633970072
chr7	127872973	127873075	m6AIP_abcam_peak_8016	0.0	-	chr7	127868424	127876046	ENSMUST00000054415.11|Zfp668|ENSMUSG00000049728.14|protein_coding_Intron_1	0.0	-	0.39622146418262927	127872973	127873075	127868556	127868658	7622	392	Constitutive_Intron	0.0134608	0.0255686	0.5588235294117647	0.47058823529411764	Cfg3	1.34238824640444
chr7	127875142	127875265	m6AIP_abcam_peak_8017	0.0	-	chr7	127868424	127876046	ENSMUST00000054415.11|Zfp668|ENSMUSG00000049728.14|protein_coding_Intron_1	0.0	-	0.11663605352925743	127875142	127875265	127874216	127874339	7622	7622	Constitutive_Intron	0.0146667	0.126463	0.4878048780487805	0.4715447154471545	Cfg3	1.10376453785939
chr7	127919272	127919391	m6AIP_abcam_peak_8024	0.0	+	chr7	127915554	127920235	ENSMUST00000033070.8|Kat8|ENSMUSG00000030801.10|protein_coding_Intron_3	0.0	+	0.8115787224951934	127919272	127919391	127919909	127920028	4681	132	Constitutive_Intron	0.000823529	0.0257815	0.5966386554621849	0.5294117647058824	Cfg3	0.591464170741799
chr7	127979493	127979598	m6AIP_abcam_peak_8025	0.0	+	chr7	127978270	127979891	ENSMUST00000106251.9|Fus|ENSMUSG00000030795.18|protein_coding_Intron_10	0.0	+	0.7847008019740901	127979493	127979598	127978635	127978740	1621	1966	Alternative_ExonIntron	0	0.138657	0.5904761904761905	0.44761904761904764	Cfg3	0.183434146752105
chr7	128453071	128453187	m6AIP_abcam_peak_8028a	0.0	-	chr7	128448770	128454935	ENSMUST00000106226.8|Tial1|ENSMUSG00000030846.15|protein_coding_Intron_2	0.0	-	0.29537712895377133	128453071	128453187	128451974	128452090	6165	133	Constitutive_Intron	0.00491379	0.407171	0.4482758620689655	0.5172413793103449	Cfg3	1.27314192508307
chr7	128453188	128453352	m6AIP_abcam_peak_8028b	0.0	-	chr7	128448770	128454935	ENSMUST00000106226.8|Tial1|ENSMUSG00000030846.15|protein_coding_Intron_2	0.0	-	0.2713706407137064	128453188	128453352	128451657	128451821	6165	224	Constitutive_Intron	0.0344085	0.0595	0.43902439024390244	0.31097560975609756	Cfg3	0.39100567902704
chr7	128453816	128454066	m6AIP_abcam_peak_8029	0.0	-	chr7	128448770	128454935	ENSMUST00000106226.8|Tial1|ENSMUSG00000030846.15|protein_coding_Intron_2	0.0	-	0.1612327656123277	128453816	128454066	128449684	128449934	6165	208	Constitutive_Intron	0.011244	0.02626	0.44	0.356	Cfg3	0.770076958067152
chr7	130463590	130463734	m6AIP_abcam_peak_8031	0.0	-	chr7	130418568	130464130	ENSMUST00000216011.1|Ate1|ENSMUSG00000030850.17|protein_coding_Intron_11	0.0	-	0.01101795355778934	130463590	130463734	130418771	130418915	45562	23711	Constitutive_Intron	0.00588194	0.0526181	0.5	0.3611111111111111	Cfg3	0.663653943065426
chr7	130491493	130491601	m6AIP_abcam_peak_8032	0.0	-	chr7	130481715	130503721	ENSMUST00000216011.1|Ate1|ENSMUSG00000030850.17|protein_coding_Intron_8	0.0	-	0.5530764336999	130491493	130491601	130488655	130488763	22006	23711	Constitutive_Intron	0	0.153056	0.5740740740740741	0.3425925925925926	Cfg3	0.356003304931895
chr7	130503252	130503369	m6AIP_abcam_peak_8033	0.0	-	chr7	130481715	130503721	ENSMUST00000216011.1|Ate1|ENSMUSG00000030850.17|protein_coding_Intron_8	0.0	-	0.018813050986094648	130503252	130503369	130494637	130494754	22006	843	Constitutive_Intron	0.0187949	0.0432906	0.5213675213675214	0.452991452991453	Cfg3	1.70704065178128
chr7	130910812	130910941	m6AIP_SySy_peak_6485a	0.0	+	chr7	130909628	130910831	ENSMUST00000075181.10|Plekha1|ENSMUSG00000040268.17|protein_coding_Intron_12	0.0	+	0.999168744804655	130910812	130910831	130909729	130909748	1203	1203	Constitutive_Intron	0.188632	0.756947	0.5263157894736842	0.42105263157894735	Cfg2	-0.076184738626772
chr7	134828469	134828669	m6AIP_abcam_peak_8054	0.0	+	chr7	134804650	134848141	ENSMUST00000084488.4|Dock1|ENSMUSG00000058325.6|protein_coding_Intron_23	0.0	+	0.5483663286657009	134828469	134828669	134812552	134812752	43491	77816	Constitutive_Intron	0.002275	0.00375	0.485	0.46	Cfg3	0.727737660964523
chr7	134904613	134904781	m6AIP_abcam_peak_8055	0.0	+	chr7	134876315	134990521	ENSMUST00000084488.4|Dock1|ENSMUSG00000058325.6|protein_coding_Intron_27	0.0	+	0.24856837644256868	134904613	134904781	134929951	134930119	114206	2150	Constitutive_Intron	0.068006	0.0015	0.5297619047619048	0.39880952380952384	Cfg3	1.03617611273862
chr7	135690102	135690209	m6AIP_abcam_peak_8056	0.0	-	chr7	135690133	135693079	ENSMUST00000033310.8|Mki67|ENSMUSG00000031004.8|protein_coding_Intron_13	0.0	-	0.9969450101832994	135690133	135690209	135691219	135691295	2946	814	Constitutive_Intron	0.217395	0.272776	0.34210526315789475	0.3684210526315789	Cfg3	0.924401576438851
chr7	136973131	136973313	m6AIP_abcam_peak_8064	0.0	+	chr7	136951404	137085948	ENSMUST00000081510.3|Mgmt|ENSMUSG00000054612.4|protein_coding_Intron_2	0.0	+	0.16158282792246403	136973131	136973313	136964239	136964421	134544	56580	Constitutive_Intron	0.000263736	0.0315495	0.4945054945054945	0.5164835164835165	Cfg3	0.574830144478403
chr7	138844858	138845026	m6AIP_abcam_peak_8068	0.0	-	chr7	138840934	138845956	ENSMUST00000119664.1|Mapk1ip1|ENSMUSG00000041775.7|protein_coding_Intron_1	0.0	-	0.21206690561529273	138844858	138845026	138843383	138843551	5022	5022	Constitutive_Intron	0.0285833	0.0170179	0.44047619047619047	0.49404761904761907	Cfg3	0.898672378317216
chr7	138864035	138864285	m6AIP_abcam_peak_8069	0.0	+	chr7	138846704	138868409	ENSMUST00000041097.12|Ppp2r2d|ENSMUSG00000041769.13|protein_coding_Intron_2	0.0	+	0.8042386546878599	138864035	138864285	138866002	138866252	21705	5491	Constitutive_Intron	0.00726	0.417652	0.496	0.34	Cfg3	1.34338501994874
chr7	138866772	138866934	m6AIP_abcam_peak_8070	0.0	+	chr7	138846704	138868409	ENSMUST00000041097.12|Ppp2r2d|ENSMUSG00000041769.13|protein_coding_Intron_2	0.0	+	0.929601474314674	138866772	138866934	138848781	138848943	21705	96	Constitutive_Intron	0.187407	0.0733457	0.5123456790123457	0.35185185185185186	Cfg3	0.741461159286173
chr7	139258150	139258356	m6AIP_SySy_peak_6500	0.0	+	chr7	139256465	139266471	ENSMUST00000172136.8|Pwwp2b|ENSMUSG00000060260.13|protein_coding_Intron_2	0.0	+	0.17589446332200678	139258150	139258356	139265975	139266181	10006	10006	Constitutive_Intron	0.247267	0.0379175	0.5194174757281553	0.4854368932038835	Cfg1	3.34345085696939
chr7	139405588	139405707	m6AIP_SySy_peak_6501	0.0	+	chr7	139389464	139454053	ENSMUST00000026550.13|Inpp5a|ENSMUSG00000025477.14|protein_coding_Intron_1	0.0	+	0.2504451222344362	139405588	139405707	139397578	139397697	64589	7506	Constitutive_Intron	0.123269	0.0265798	0.5630252100840336	0.6050420168067226	Cfg1	2.27644125098857
chr7	140023850	140023976	m6AIP_abcam_peak_8075	0.0	-	chr7	140008094	140029826	ENSMUST00000026547.8|Tubgcp2|ENSMUSG00000025474.9|protein_coding_Intron_5	0.0	-	0.2728695011963924	140023850	140023976	140014649	140014775	21732	3200	Constitutive_Intron	0	0	0.48412698412698413	0.5	Cfg3	0.412187840165121
chr7	140811032	140811202	m6AIP_SySy_peak_6504a	0.0	-	chr7	140808142	140811488	ENSMUST00000080651.12|Zfp941|ENSMUSG00000060314.13|protein_coding_Intron_3	0.0	-	0.11297071129707115	140811032	140811202	140809032	140809202	3346	3346	Alternative_ExonIntron	0.0512059	0	0.47058823529411764	0.3588235294117647	Cfg1	3.1946231045838
chr7	140811203	140811321	m6AIP_SySy_peak_6504b	0.0	-	chr7	140808142	140811488	ENSMUST00000080651.12|Zfp941|ENSMUSG00000060314.13|protein_coding_Intron_3	0.0	-	0.05738194859533774	140811203	140811321	140809758	140809876	3346	3346	Alternative_ExonIntron	0.0271695	0.0089322	0.4576271186440678	0.3813559322033898	Cfg1	2.67774909797164
chr7	140853533	140853684	m6AIP_SySy_peak_6506a	0.0	-	chr7	140818714	140854523	ENSMUST00000209690.1|Gm45785|ENSMUSG00000110136.1|protein_coding_Intron_4	0.0	-	0.025608087352341546	140853533	140853684	140844919	140845070	35809	252	Alternative_ExonIntron	0.00105298	0.154444	0.5496688741721855	0.5496688741721855	Cfg1	1.21197356631389
chr7	140853685	140853844	m6AIP_SySy_peak_6506b	0.0	-	chr7	140818714	140854523	ENSMUST00000209690.1|Gm45785|ENSMUSG00000110136.1|protein_coding_Intron_4	0.0	-	0.021167862827780715	140853685	140853844	140853796	140853955	35809	1055	Alternative_ExonIntron	0.0433396	0.028522	0.5471698113207547	0.5849056603773585	Cfg1	2.57890261691428
chr7	140853845	140854050	m6AIP_SySy_peak_6506c	0.0	-	chr7	140818714	140854523	ENSMUST00000209690.1|Gm45785|ENSMUSG00000110136.1|protein_coding_Intron_4	0.0	-	0.016699712362813868	140853845	140854050	140830218	140830423	35809	141	Alternative_ExonIntron	0.0185366	0.330868	0.5658536585365853	0.44390243902439025	Cfg1	2.44934496090733
chr7	141066441	141066607	m6AIP_abcam_peak_8079	0.0	+	chr7	141065405	141066931	ENSMUST00000048002.6|B4galnt4|ENSMUSG00000055629.5|protein_coding_Intron_8	0.0	+	0.72870249017038	141066441	141066607	141066098	141066264	1526	79	Constitutive_Intron	0.0023494	0.0309277	0.6265060240963856	0.5120481927710844	Cfg3	0.380523560125852
chr7	141068764	141068944	m6AIP_SySy_peak_6508d	0.0	+	chr7	141068761	141070410	ENSMUST00000048002.6|B4galnt4|ENSMUSG00000055629.5|protein_coding_Intron_14	0.0	+	0.05821710127349909	141068764	141068944	141069017	141069197	1649	1649	Constitutive_Intron	0.00130556	0.00535556	0.5611111111111111	0.5	Cfg1	2.2662990116567
chr7	141068945	141069080	m6AIP_SySy_peak_6508e	0.0	+	chr7	141068761	141070410	ENSMUST00000048002.6|B4galnt4|ENSMUSG00000055629.5|protein_coding_Intron_14	0.0	+	0.16494845360824742	141068945	141069080	141070015	141070150	1649	85	Constitutive_Intron	0.00419259	0.00952593	0.5111111111111111	0.5037037037037037	Cfg1	2.61457117229395
chr7	141069081	141069211	m6AIP_SySy_peak_6508f	0.0	+	chr7	141068761	141070410	ENSMUST00000048002.6|B4galnt4|ENSMUSG00000055629.5|protein_coding_Intron_14	0.0	+	0.22377198302001214	141069081	141069211	141069987	141070117	1649	275	Constitutive_Intron	0.00431538	0.00266154	0.49230769230769234	0.5384615384615384	Cfg2	1.39375215524827
chr7	141326908	141327033	m6AIP_abcam_peak_8091	0.0	-	chr7	141324179	141327278	ENSMUST00000211537.1|Deaf1|ENSMUSG00000058886.9|protein_coding_Intron_1	0.0	-	0.10325911584382064	141326908	141327033	141325381	141325506	3099	399	Constitutive_Intron	0.00336	0.223872	0.552	0.424	Cfg3	0.443894558245755
chr7	141603830	141603938	m6AIP_abcam_peak_8093	0.0	+	chr7	141602362	141604908	ENSMUST00000003038.11|Ap2a2|ENSMUSG00000002957.11|protein_coding_Intron_5	0.0	+	0.605655930871956	141603830	141603938	141603827	141603935	2546	3337	Constitutive_Intron	0.0301944	0.0272685	0.48148148148148145	0.49074074074074076	Cfg3	0.878106877487929
chr7	142012680	142012903	m6AIP_abcam_peak_8097	0.0	-	chr7	142010377	142016078	ENSMUST00000209732.1|Mob2|ENSMUSG00000025147.7|protein_coding_Intron_3	0.0	-	0.5888440624451851	142012680	142012903	142010797	142011020	5701	5701	Constitutive_Intron	0.239291	0.00250673	0.47085201793721976	0.4977578475336323	Cfg3	1.01858931694742
chr7	142382307	142382422	m6AIP_abcam_peak_8099	0.0	-	chr7	142380992	142382591	ENSMUST00000133843.7|Gm49369|ENSMUSG00000110040.1|protein_coding_Intron_1	0.0	-	0.13508442776735463	142382307	142382422	142381318	142381433	1599	3310	Constitutive_Intron	0.00515652	0.100426	0.5739130434782609	0.5391304347826087	Cfg3	0.340296923242641
chr7	142382307	142382422	m6AIP_abcam_peak_8099	0.0	-	chr7	142380992	142382591	ENSMUST00000151120.8|Ctsd|ENSMUSG00000007891.16|protein_coding_Intron_4	0.0	-	0.13508442776735463	142382307	142382422	142381295	142381410	1599	3310	Constitutive_Intron	0.00515652	0.102678	0.5739130434782609	0.5304347826086957	Cfg3	0.340296923242641
chr7	143573137	143573241	m6AIP_abcam_peak_8106	0.0	-	chr7	143571596	143574512	ENSMUST00000010899.13|Cars|ENSMUSG00000010755.17|protein_coding_Intron_10	0.0	-	0.46399176954732513	143573137	143573241	143573165	143573269	2916	335	Constitutive_Intron	0.0233654	0.112606	0.5288461538461539	0.5288461538461539	Cfg3	-0.0303125582488755
chr7	143595807	143595987	m6AIP_abcam_peak_8107	0.0	-	chr7	143592660	143599981	ENSMUST00000010899.13|Cars|ENSMUSG00000010755.17|protein_coding_Intron_1	0.0	-	0.566999043846469	143595807	143595987	143594365	143594545	7321	1283	Constitutive_Intron	0.0560167	0.4622	0.5111111111111111	0.4722222222222222	Cfg3	0.651600494837172
chr7	144446600	144446716	m6AIP_abcam_peak_8109a	0.0	-	chr7	144445872	144449559	ENSMUST00000103079.3|Cttn|ENSMUSG00000031078.15|protein_coding_Intron_12	0.0	-	0.7917005695687551	144446600	144446716	144448227	144448343	3687	3687	Constitutive_Intron	0.0772845	0.130336	0.5431034482758621	0.5603448275862069	Cfg3	0.699064325493982
chr7	144446717	144446816	m6AIP_abcam_peak_8109b	0.0	-	chr7	144445872	144449559	ENSMUST00000103079.3|Cttn|ENSMUSG00000031078.15|protein_coding_Intron_12	0.0	-	0.7499321941958232	144446717	144446816	144447521	144447620	3687	1994	Constitutive_Intron	0.0140505	0.0408283	0.5353535353535354	0.5757575757575758	Cfg3	1.23106740486782
chr7	144506989	144507177	m6AIP_abcam_peak_8111	0.0	-	chr7	144506294	144508128	ENSMUST00000182226.7|Ppfia1|ENSMUSG00000037519.17|protein_coding_Intron_14	0.0	-	0.5332606324972737	144506989	144507177	144507576	144507764	1834	177	Constitutive_Intron	0.251048	0.552011	0.5159574468085106	0.5159574468085106	Cfg3	0.663107198905434
chr8	3255739	3255976	m6AIP_abcam_peak_8114	0.0	-	chr8	3211700	3258382	ENSMUST00000091291.4|Insr|ENSMUSG00000005534.10|protein_coding_Intron_2	0.0	-	0.052782657126943966	3255739	3255976	3257933	3258170	46682	2672	Constitutive_Intron	0.103005	0.102283	0.48523206751054854	0.41350210970464135	Cfg3	0.629634122949432
chr8	3605077	3605177	m6AIP_abcam_peak_8116	0.0	+	chr8	3605076	3606266	ENSMUST00000207432.1|Camsap3|ENSMUSG00000044433.16|protein_coding_Intron_13	0.0	+	0.0680672268907563	3605077	3605177	3605498	3605598	1190	228	Constitutive_Intron	0.05238	0.00494	0.55	0.45	Cfg3	1.7545912734801
chr8	3605429	3605598	m6AIP_abcam_peak_8117	0.0	+	chr8	3605076	3606266	ENSMUST00000207432.1|Camsap3|ENSMUSG00000044433.16|protein_coding_Intron_13	0.0	+	0.380672268907563	3605429	3605598	3605248	3605417	1190	9882	Constitutive_Intron	0.00327811	0.00246746	0.46153846153846156	0.5029585798816568	Cfg3	1.42482046479063
chr8	4245957	4246139	m6AIP_SySy_peak_6534	0.0	+	chr8	4245825	4247656	ENSMUST00000003027.13|Map2k7|ENSMUSG00000002948.19|protein_coding_Intron_12	0.0	+	0.1223375204806117	4245957	4246139	4246031	4246213	1831	85	Alternative_ExonIntron	0.49939	0.537659	0.5604395604395604	0.5879120879120879	Cfg1	3.01607211063684
chr8	4245957	4246139	m6AIP_SySy_peak_6534	0.0	+	chr8	4245825	4249204	ENSMUST00000145165.7|Gm49320|ENSMUSG00000109061.1|protein_coding_Intron_12	0.0	+	0.06629180230837525	4245957	4246139	4248600	4248782	3379	2568	Alternative_ExonIntron	0.49939	0.000758242	0.5604395604395604	0.489010989010989	Cfg1	3.01607211063684
chr8	4246805	4246931	m6AIP_abcam_peak_8120	0.0	+	chr8	4245825	4247656	ENSMUST00000003027.13|Map2k7|ENSMUSG00000002948.19|protein_coding_Intron_12	0.0	+	0.5750955761878754	4246805	4246931	4247153	4247279	1831	158	Alternative_ExonIntron	0.0794603	0.322825	0.5714285714285714	0.40476190476190477	Cfg3	1.39554071447755
chr8	4246805	4246931	m6AIP_abcam_peak_8120	0.0	+	chr8	4245825	4249204	ENSMUST00000145165.7|Gm49320|ENSMUSG00000109061.1|protein_coding_Intron_12	0.0	+	0.31163065995856765	4246805	4246931	4245910	4246036	3379	106	Alternative_ExonIntron	0.0794603	0.477254	0.5714285714285714	0.5873015873015873	Cfg3	1.39554071447755
chr8	4293186	4293289	m6AIP_abcam_peak_8121a	0.0	-	chr8	4289924	4295335	ENSMUST00000098950.5|Elavl1|ENSMUSG00000040028.10|protein_coding_Intron_5	0.0	-	0.39087044908519686	4293186	4293289	4290011	4290114	5411	3088	Constitutive_Intron	0.00106796	0.0470874	0.4077669902912621	0.4854368932038835	Cfg3	1.17214755639896
chr8	4293290	4293404	m6AIP_abcam_peak_8121b	0.0	-	chr8	4289924	4295335	ENSMUST00000098950.5|Elavl1|ENSMUSG00000040028.10|protein_coding_Intron_5	0.0	-	0.36499722786915545	4293290	4293404	4290001	4290115	5411	3088	Constitutive_Intron	0.00128947	0.0430526	0.49122807017543857	0.5087719298245614	Cfg3	0.541191569827062
chr8	4322280	4322416	m6AIP_abcam_peak_8122	0.0	-	chr8	4311786	4324885	ENSMUST00000098950.5|Elavl1|ENSMUSG00000040028.10|protein_coding_Intron_1	0.0	-	0.19146499732804034	4322280	4322416	4315036	4315172	13099	5411	Constitutive_Intron	0.000867647	0.120426	0.4338235294117647	0.4338235294117647	Cfg3	1.21388447335427
chr8	4328050	4328252	m6AIP_abcam_peak_8123	0.0	+	chr8	4327893	4349605	ENSMUST00000127460.7|Ccl25|ENSMUSG00000023235.14|protein_coding_Intron_2	0.0	+	0.01017870302137067	4328050	4328252	4344011	4344213	21712	3389	Constitutive_Intron	0.11351	0.0197568	0.4900990099009901	0.3069306930693069	Cfg3	0.37600357996064
chr8	4330603	4330722	m6AIP_abcam_peak_8124	0.0	+	chr8	4327893	4349605	ENSMUST00000127460.7|Ccl25|ENSMUSG00000023235.14|protein_coding_Intron_2	0.0	+	0.127533161385409	4330603	4330722	4340618	4340737	21712	1792	Constitutive_Intron	0.112924	0.366336	0.4369747899159664	0.3949579831932773	Cfg3	2.00865619063824
chr8	4342940	4343121	m6AIP_abcam_peak_8125	0.0	+	chr8	4327893	4349605	ENSMUST00000127460.7|Ccl25|ENSMUSG00000023235.14|protein_coding_Intron_2	0.0	+	0.6952837140751658	4342940	4343121	4342528	4342709	21712	2468	Constitutive_Intron	0	0	0.46408839779005523	0.4696132596685083	Cfg3	0.965911448899439
